domain,outgoing,ingoing,added,time,file
bizimply.com,0,0,0,0:00:00,./statistic/bizimply.csv
bizappln.com,0,0,0,0:00:01,./statistic/bizappln.csv
bizdata.com.au,0,0,0,0:00:02,./statistic/bizdata.csv
bizcloudexperts.com,12,69,0,0:10:13,./statistic/bizcloudexperts.csv
bizon.solutions,1,0,1,0:00:02,./statistic/bizon.csv
bizneo.com,13,551,3,0:00:38,./statistic/bizneo.csv
bizsally.com,9,0,7,0:00:19,./statistic/bizsally.csv
biziq.com,171,145,18,0:03:13,./statistic/biziq.csv
bizzdesign.com,0,0,0,0:00:00,./statistic/bizzdesign.csv
bizzyweb.com,0,0,0,0:00:02,./statistic/bizzyweb.csv
biztechnologysolutions.com,0,5,0,0:00:09,./statistic/biztechnologysolutions.csv
bizwisdom.com.au,4,0,0,0:00:10,./statistic/bizwisdom.csv
blackhawkdm.com,0,0,0,0:00:00,./statistic/blackhawkdm.csv
bjmdigital.com.au,0,0,0,0:00:01,./statistic/bjmdigital.csv
blackbulltechnosoft.com,0,0,0,0:00:05,./statistic/blackbulltechnosoft.csv
blackbeardesign.com,143,283,32,0:01:21,./statistic/blackbeardesign.csv
blackpropeller.com,0,0,0,0:00:01,./statistic/blackpropeller.csv
blackmount.in,0,0,0,0:00:02,./statistic/blackmount.csv
bladetechinc.com,0,0,0,0:00:04,./statistic/bladetechinc.csv
blacknight.com,124,398,58,0:03:16,./statistic/blacknight.csv
blanclabs.com,0,0,0,0:00:01,./statistic/blanclabs.csv
blankspace.ca,30,12,3,0:00:23,./statistic/blankspace.csv
blankontech.com,126,138,2,0:01:09,./statistic/blankontech.csv
blameless.com,146,148,13,0:02:19,./statistic/blameless.csv
blastanalytics.com,0,0,0,0:00:00,./statistic/blastanalytics.csv
blazeinfosec.com,0,0,0,0:00:00,./statistic/blazeinfosec.csv
blaze.tech,134,110,9,0:01:50,./statistic/blaze.csv
blayzer.com,68,130,9,0:05:33,./statistic/blayzer.csv
bleap.in,0,0,0,0:00:01,./statistic/bleap.csv
blendcommerce.com,0,0,0,0:00:01,./statistic/blendcommerce.csv
bleedingedge.studio,21,69,2,0:00:27,./statistic/bleedingedge.csv
blendb2b.com,197,170,11,0:01:15,./statistic/blendb2b.csv
blennd.com,0,0,0,0:00:00,./statistic/blennd.csv
blisswebsolution.com,11,10,0,0:00:10,./statistic/blisswebsolution.csv
blinkops.com,80,215,3,0:02:06,./statistic/blinkops.csv
blissdrive.com,88,219,17,0:02:28,./statistic/blissdrive.csv
blockandtam.com,0,0,0,0:00:00,./statistic/blockandtam.csv
blockchainaustralia.com.au,0,0,0,0:00:02,./statistic/blockchainaustralia.csv
blockapt.com,13,29,0,0:00:20,./statistic/blockapt.csv
blockapps.net,327,129,40,0:02:53,./statistic/blockapps.csv
blocksurvey.io,0,0,0,0:00:00,./statistic/blocksurvey.csv
blocktechbrew.com,0,0,0,0:00:01,./statistic/blocktechbrew.csv
bloobirds.com,0,0,0,0:00:01,./statistic/bloobirds.csv
bloom.io,236,174,34,0:01:40,./statistic/bloom.csv
bloomerang.co,0,0,0,0:00:00,./statistic/bloomerang.csv
bloomtools.com,13,5,1,0:00:57,./statistic/bloomtools.csv
bloomintelligence.com,105,181,4,0:01:17,./statistic/bloomintelligence.csv
bloomdigitally.org,78,101,10,0:02:58,./statistic/bloomdigitally.csv
blubrry.com,0,0,0,0:00:00,./statistic/blubrry.csv
blue-pencil.ca,0,0,0,0:00:02,./statistic/blue-pencil.csv
blstsecurity.com,4,4,0,0:00:06,./statistic/blstsecurity.csv
bloxbytes.com,17,120,2,0:00:38,./statistic/bloxbytes.csv
bluebeyondconsulting.com,0,0,0,0:00:02,./statistic/bluebeyondconsulting.csv
bluearcher.com,0,0,0,0:00:05,./statistic/bluearcher.csv
blue5green.com,0,2,0,0:00:07,./statistic/blue5green.csv
bluebash.co,78,98,4,0:01:24,./statistic/bluebash.csv
bluebillywig.com,0,0,0,0:00:01,./statistic/bluebillywig.csv
blueboltsolutions.com,0,0,0,0:00:02,./statistic/blueboltsolutions.csv
bluecarrot.io,111,108,4,0:00:46,./statistic/bluecarrot.csv
bluebik.com,60,119,5,0:02:09,./statistic/bluebik.csv
bluecheck.me,0,0,0,0:00:01,./statistic/bluecheck.csv
bluecartechnologies.com,0,0,0,0:00:07,./statistic/bluecartechnologies.csv
bluecoding.com,332,134,30,0:01:13,./statistic/bluecoding.csv
bluecompass.com,213,122,37,0:03:31,./statistic/bluecompass.csv
bluedotmarketing.ca,0,0,0,0:00:01,./statistic/bluedotmarketing.csv
bluecorona.com,0,0,0,0:00:02,./statistic/bluecorona.csv
bluedoorconsulting.com,1,2,1,0:00:08,./statistic/bluedoorconsulting.csv
blueconic.com,146,273,15,0:04:01,./statistic/blueconic.csv
bluefort.com,0,0,0,0:00:01,./statistic/bluefort.csv
bluefrontier.co.uk,10,4,2,0:00:10,./statistic/bluefrontier.csv
bluefruit.co.uk,112,185,12,0:00:37,./statistic/bluefruit.csv
blueeagle-consulting.com,159,49,3,0:01:10,./statistic/blueeagle-consulting.csv
bluelabellabs.com,19,3,3,0:00:07,./statistic/bluelabellabs.csv
bluelynx.com,148,68,20,0:00:39,./statistic/bluelynx.csv
bluelight.co,642,182,41,0:00:40,./statistic/bluelight.csv
blueinteractiveagency.com,53,160,1,0:01:56,./statistic/blueinteractiveagency.csv
bluemoosemedia.com,5,1,0,0:00:02,./statistic/bluemoosemedia.csv
blueoshan.com,0,0,0,0:00:00,./statistic/blueoshan.csv
blueoceanglobaltech.com,89,0,0,0:00:02,./statistic/blueoceanglobaltech.csv
bluent.net,273,314,21,0:04:58,./statistic/bluent.csv
blueprintdigital.com,0,0,0,0:00:00,./statistic/blueprintdigital.csv
bluepixeltech.com,0,0,0,0:00:02,./statistic/bluepixeltech.csv
bluereef.tech,0,1,0,0:00:04,./statistic/bluereef.csv
Bluescape.com,136,280,6,0:01:27,./statistic/Bluescape.csv
blueshift.com,0,0,0,0:00:00,./statistic/blueshift.csv
blueskylabs.com.au,0,0,0,0:00:05,./statistic/blueskylabs.csv
blueswitch.com,191,108,25,0:01:06,./statistic/blueswitch.csv
blueskymkt.com,54,224,4,0:01:14,./statistic/blueskymkt.csv
bluetext.com,2,2,0,0:00:03,./statistic/bluetext.csv
bluetriangle.com,24,39,2,0:00:30,./statistic/bluetriangle.csv
bluetonemedia.com,126,122,70,0:01:59,./statistic/bluetonemedia.csv
bluetent.com,186,110,17,0:02:37,./statistic/bluetent.csv
bluewhalemedia.co.uk,0,0,0,0:00:00,./statistic/bluewhalemedia.csv
bluetuskr.com,0,0,0,0:00:02,./statistic/bluetuskr.csv
bluewheelmedia.com,30,36,5,0:00:36,./statistic/bluewheelmedia.csv
bluewhaleapps.com,128,154,27,0:02:37,./statistic/bluewhaleapps.csv
blumira.com,0,0,0,0:00:01,./statistic/blumira.csv
blulogix.com,0,0,0,0:00:01,./statistic/blulogix.csv
bluink.ca,76,56,5,0:00:39,./statistic/bluink.csv
bluprintx.com,0,0,0,0:00:00,./statistic/bluprintx.csv
blurbpoint.com,0,0,0,0:00:00,./statistic/blurbpoint.csv
bmgcreative.com,0,2,0,0:00:11,./statistic/bmgcreative.csv
blurn.com,2,15,0,0:00:30,./statistic/blurn.csv
bnlmediaconsulting.com,0,0,0,0:00:00,./statistic/bnlmediaconsulting.csv
boardroompr.com,0,2,0,0:00:04,./statistic/boardroompr.csv
bnpengage.com,103,59,3,0:00:45,./statistic/bnpengage.csv
boberdoo.com,0,0,0,0:00:00,./statistic/boberdoo.csv
Boldcommerce.com,358,121,69,0:00:43,./statistic/Boldcommerce.csv
bokio.co.uk,20,116,0,0:01:32,./statistic/bokio.csv
boldare.com,120,324,15,0:01:59,./statistic/boldare.csv
boldist.co,0,0,0,0:00:00,./statistic/boldist.csv
bolster.ai,0,0,0,0:00:01,./statistic/bolster.csv
boldly.com,197,142,22,0:02:02,./statistic/boldly.csv
bolt.today,59,77,7,0:03:57,./statistic/bolt.csv
boltonshield.com,0,0,0,0:00:01,./statistic/boltonshield.csv
bombbomb.com,0,0,0,0:00:01,./statistic/bombbomb.csv
bonfyreapp.com,0,0,0,0:00:01,./statistic/bonfyreapp.csv
bonjoro.com,335,371,20,0:07:34,./statistic/bonjoro.csv
bonsaimediagroup.com,0,0,0,0:00:00,./statistic/bonsaimediagroup.csv
bonusly.com,509,281,27,0:01:14,./statistic/bonusly.csv
bonline.com,104,291,7,0:01:15,./statistic/bonline.csv
bonoboz.in,102,117,15,0:01:50,./statistic/bonoboz.csv
bookinglive.com,0,0,0,0:00:02,./statistic/bookinglive.csv
bookinglayer.com,4,4,1,0:00:12,./statistic/bookinglayer.csv
bookingkit.com,75,10,5,0:00:38,./statistic/bookingkit.csv
bookelevent.com,10,278,3,0:02:07,./statistic/bookelevent.csv
bookipi.com,0,0,0,0:00:01,./statistic/bookipi.csv
bookonlinenow.net,43,27,3,0:00:11,./statistic/bookonlinenow.csv
bookingninjas.com,6,6,0,0:00:09,./statistic/bookingninjas.csv
bookjane.com,273,113,70,0:02:43,./statistic/bookjane.csv
boomtownig.com,0,0,0,0:00:02,./statistic/boomtownig.csv
boom-online.co.uk,25,3,0,0:00:06,./statistic/boom-online.csv
boomerangapp.com,184,129,30,0:02:23,./statistic/boomerangapp.csv
bookskeep.com,22,106,7,0:02:25,./statistic/bookskeep.csv
boomtownroi.com,0,0,0,0:00:01,./statistic/boomtownroi.csv
booqable.com,86,33,39,0:00:42,./statistic/booqable.csv
boost.ai,99,136,6,0:02:49,./statistic/boost.csv
boost.space,88,182,20,0:05:48,./statistic/boost.csv
boostability.com,0,0,0,0:00:00,./statistic/boostability.csv
boostylabs.com,0,3,0,0:00:05,./statistic/boostylabs.csv
boostmyshop.com,21,48,3,0:00:43,./statistic/boostmyshop.csv
boostit.com.au,76,19,1,0:00:53,./statistic/boostit.csv
booyahadvertising.com,10,1,6,0:00:04,./statistic/booyahadvertising.csv
booxi.com,2,4,0,0:00:12,./statistic/booxi.csv
bopdesign.com,85,240,7,0:01:33,./statistic/bopdesign.csv
bootcampmedia.co.uk,176,103,25,0:01:35,./statistic/bootcampmedia.csv
bossdata.be,0,0,0,0:00:00,./statistic/bossdata.csv
boringowl.io,0,182,0,0:01:13,./statistic/boringowl.csv
boralagency.com,71,46,20,0:01:22,./statistic/boralagency.csv
bosctechlabs.com,37,154,1,0:01:28,./statistic/bosctechlabs.csv
bossdigital.tech,0,0,0,0:00:00,./statistic/bossdigital.csv
bossinsights.com,0,1,0,0:00:04,./statistic/bossinsights.csv
bosstab.com,5,8,1,0:00:07,./statistic/bosstab.csv
bossretirement.com,10,12,0,0:00:35,./statistic/bossretirement.csv
bostonwebgroup.com,0,0,0,0:00:01,./statistic/bostonwebgroup.csv
botbuilders.com,73,0,1,0:00:03,./statistic/botbuilders.csv
bostonnetworks.com,4,21,0,0:00:15,./statistic/bostonnetworks.csv
boston-unisoft.com,43,49,2,0:00:22,./statistic/boston-unisoft.csv
botpenguin.com,0,0,0,0:00:02,./statistic/botpenguin.csv
botmaker.com,0,9,0,0:00:15,./statistic/botmaker.csv
botify.com,222,301,8,0:01:34,./statistic/botify.csv
botkeeper.com,247,224,19,0:01:47,./statistic/botkeeper.csv
bottlerocketmedia.net,0,0,0,0:00:00,./statistic/bottlerocketmedia.csv
botscrew.com,310,57,35,0:01:05,./statistic/botscrew.csv
botpress.com,116,262,4,0:01:24,./statistic/botpress.csv
botster.io,25,154,2,0:02:25,./statistic/botster.csv
boulderseomarketing.com,0,0,0,0:00:00,./statistic/boulderseomarketing.csv
bovill.com,0,0,0,0:00:02,./statistic/bovill.csv
boulaygroup.com,0,0,0,0:00:03,./statistic/boulaygroup.csv
bowerhousedigital.com.au,0,0,0,0:00:02,./statistic/bowerhousedigital.csv
boxchilli.com,0,0,0,0:00:01,./statistic/boxchilli.csv
bpbcpa.com,0,0,0,0:00:01,./statistic/bpbcpa.csv
bpdzenith.com,1,2,0,0:00:03,./statistic/bpdzenith.csv
boylen.com.au,220,56,14,0:01:23,./statistic/boylen.csv
brainboxlabs.com,300,175,25,0:00:42,./statistic/brainboxlabs.csv
bqe.com,111,328,18,0:02:17,./statistic/bqe.csv
bradfordsystems.com,24,69,15,0:02:34,./statistic/bradfordsystems.csv
bplogix.com,280,432,14,0:02:54,./statistic/bplogix.csv
brainhub.eu,0,0,0,0:00:00,./statistic/brainhub.csv
brainiacmedia.com.au,21,241,2,0:00:30,./statistic/brainiacmedia.csv
braincavesoft.com,12,25,2,0:00:32,./statistic/braincavesoft.csv
braineet.com,526,40,51,0:01:17,./statistic/braineet.csv
brainshark.com,0,0,0,0:00:01,./statistic/brainshark.csv
brainmobi.com,87,71,21,0:02:07,./statistic/brainmobi.csv
brainminetech.com,124,176,20,0:02:17,./statistic/brainminetech.csv
brainiuminfotech.com,138,160,9,0:03:55,./statistic/brainiuminfotech.csv
branch.io,0,0,0,0:00:00,./statistic/branch.csv
brandastic.com,0,0,0,0:00:01,./statistic/brandastic.csv
brainstreamtechnolabs.com,0,0,0,0:00:03,./statistic/brainstreamtechnolabs.csv
brand24.com,195,258,9,0:01:20,./statistic/brand24.csv
brandbucket.com,0,0,0,0:00:00,./statistic/brandbucket.csv
brandbassador.com,1,0,0,0:00:01,./statistic/brandbassador.csv
brandburp.com,31,336,1,0:00:50,./statistic/brandburp.csv
brandbastion.com,660,217,10,0:02:08,./statistic/brandbastion.csv
brandcoders.com,0,0,0,0:00:01,./statistic/brandcoders.csv
brandfolder.com,0,0,0,0:00:02,./statistic/brandfolder.csv
brandcraft.com,5,3,0,0:00:07,./statistic/brandcraft.csv
brandefense.io,161,55,4,0:00:54,./statistic/brandefense.csv
brandingbosses.com,0,0,0,0:00:01,./statistic/brandingbosses.csv
brandlabs.us,0,0,0,0:00:01,./statistic/brandlabs.csv
brandingnycity.com,1,5,0,0:00:11,./statistic/brandingnycity.csv
brandinglosangeles.com,37,59,2,0:01:01,./statistic/brandinglosangeles.csv
brandlume.com,0,0,0,0:00:00,./statistic/brandlume.csv
brandmovers.com,9,18,0,0:00:18,./statistic/brandmovers.csv
brandpoint.com,151,167,9,0:00:28,./statistic/brandpoint.csv
brandography.com,85,52,6,0:01:27,./statistic/brandography.csv
brandquantum.com,0,0,0,0:00:00,./statistic/brandquantum.csv
brandsonify.com,6,0,0,0:00:02,./statistic/brandsonify.csv
brandquad.com,2,34,0,0:00:11,./statistic/brandquad.csv
brandrep.com,63,37,1,0:01:23,./statistic/brandrep.csv
brandsurge.io,0,0,0,0:00:06,./statistic/brandsurge.csv
brandzooka.com,28,14,2,0:00:35,./statistic/brandzooka.csv
branex.ae,98,216,12,0:00:44,./statistic/branex.csv
brax.io,304,189,36,0:01:11,./statistic/brax.csv
breachlock.com,26,68,0,0:01:17,./statistic/breachlock.csv
brazen.com,135,210,8,0:02:46,./statistic/brazen.csv
bravostudio.app,202,264,22,0:03:23,./statistic/bravostudio.csv
breaktheweb.agency,0,0,0,0:00:01,./statistic/breaktheweb.csv
breakthroughbroker.com,0,0,0,0:00:03,./statistic/breakthroughbroker.csv
breakaway-inc.com,6,7,0,0:00:13,./statistic/breakaway-inc.csv
breadcrumbs.io,555,322,40,0:01:39,./statistic/breadcrumbs.csv
breathehr.com,0,0,0,0:00:00,./statistic/breathehr.csv
breezyhillmarketing.com,59,137,1,0:01:06,./statistic/breezyhillmarketing.csv
brentonway.com,719,102,117,0:01:42,./statistic/brentonway.csv
brevo.com,542,247,71,0:01:48,./statistic/brevo.csv
bricksandagent.com,0,0,0,0:00:01,./statistic/bricksandagent.csv
brid.tv,25,0,0,0:00:04,./statistic/brid.csv
bridewell.com,0,10,0,0:00:19,./statistic/bridewell.csv
brickmediagroup.com,59,38,1,0:00:39,./statistic/brickmediagroup.csv
bridgeworkscg.com,0,1,0,0:00:06,./statistic/bridgeworkscg.csv
briebug.com,6,28,0,0:00:40,./statistic/briebug.csv
bridgerev.com,281,158,12,0:01:24,./statistic/bridgerev.csv
bridge-global.com,224,156,14,0:02:36,./statistic/bridge-global.csv
bright-river.com,11,6,1,0:00:04,./statistic/bright-river.csv
briefcam.com,0,0,0,0:00:03,./statistic/briefcam.csv
brightestminds.io,167,86,20,0:01:14,./statistic/brightestminds.csv
brightbraintech.com,40,118,8,0:02:48,./statistic/brightbraintech.csv
brightflag.com,0,0,0,0:00:00,./statistic/brightflag.csv
brightlabs.com.au,0,0,0,0:00:02,./statistic/brightlabs.csv
brighthr.com,103,108,7,0:00:33,./statistic/brighthr.csv
brightlark.com,177,79,14,0:01:01,./statistic/brightlark.csv
brightmetrics.com,0,0,0,0:00:00,./statistic/brightmetrics.csv
brightleadsmedia.com,0,0,0,0:00:01,./statistic/brightleadsmedia.csv
brightlineit.com,10,7,0,0:00:10,./statistic/brightlineit.csv
brightlocal.com,760,319,200,0:03:09,./statistic/brightlocal.csv
brightpattern.com,0,0,0,0:00:01,./statistic/brightpattern.csv
brightminded.com,4,6,0,0:00:03,./statistic/brightminded.csv
brightsec.com,183,79,15,0:01:47,./statistic/brightsec.csv
brightmove.com,82,117,13,0:01:53,./statistic/brightmove.csv
brilliantpos.com,0,0,0,0:00:00,./statistic/brilliantpos.csv
brighttail.com,0,0,0,0:00:01,./statistic/brighttail.csv
brighttalk.com,0,0,0,0:00:01,./statistic/brighttalk.csv
brightvessel.com,102,167,10,0:01:51,./statistic/brightvessel.csv
brillmark.com,0,0,0,0:00:01,./statistic/brillmark.csv
briohr.com,0,1,0,0:00:05,./statistic/briohr.csv
brio.co.in,5,5,1,0:00:17,./statistic/brio.csv
brinkcommerce.com,29,48,2,0:02:05,./statistic/brinkcommerce.csv
britec.com,0,0,0,0:00:00,./statistic/britec.csv
britweb.co.uk,13,9,2,0:00:07,./statistic/britweb.csv
brizy.io,3,12,1,0:00:35,./statistic/brizy.csv
britecore.com,5,22,1,0:00:46,./statistic/britecore.csv
broadbean.com,0,0,0,0:00:00,./statistic/broadbean.csv
broadlight.io,0,0,0,0:00:00,./statistic/broadlight.csv
brmsonline.com,18,5,1,0:00:13,./statistic/brmsonline.csv
broadleafcommerce.com,53,1006,8,0:02:05,./statistic/broadleafcommerce.csv
broadvoice.com,0,0,0,0:00:00,./statistic/broadvoice.csv
broadvisionmarketing.com,0,0,0,0:00:01,./statistic/broadvisionmarketing.csv
broadlume.com,9,6,2,0:00:08,./statistic/broadlume.csv
broadsign.com,231,347,47,0:01:40,./statistic/broadsign.csv
browntape.com,0,0,0,0:00:00,./statistic/browntape.csv
broadweb.com.au,29,12,1,0:01:38,./statistic/broadweb.csv
broobe.com,1,26,0,0:02:01,./statistic/broobe.csv
brownbagmarketing.com,84,140,16,0:03:43,./statistic/brownbagmarketing.csv
bruntwork.co,0,0,0,0:00:02,./statistic/bruntwork.csv
bryter.com,41,112,4,0:00:54,./statistic/bryter.csv
brsoftech.com,26,270,2,0:01:21,./statistic/brsoftech.csv
bryteflow.com,136,95,3,0:02:55,./statistic/bryteflow.csv
bsi-software.com,0,0,0,0:00:00,./statistic/bsi-software.csv
bstro.com,0,0,0,0:00:02,./statistic/bstro.csv
bsg.world,73,255,3,0:01:49,./statistic/bsg.csv
bss.com.au,22,145,2,0:05:23,./statistic/bss.csv
bubble.io,0,0,0,0:00:00,./statistic/bubble.csv
bubbledesign.co.uk,7,13,3,0:00:11,./statistic/bubbledesign.csv
bubblegroup.com,64,70,12,0:01:11,./statistic/bubblegroup.csv
bublup.com,201,164,29,0:02:49,./statistic/bublup.csv
budindia.com,0,0,0,0:00:02,./statistic/budindia.csv
buddy.works,33,493,1,0:01:10,./statistic/buddy.csv
bucketlistrewards.com,475,258,25,0:45:36,./statistic/bucketlistrewards.csv
bueno.art,88,143,19,0:45:40,./statistic/bueno.csv
builderfly.com,29,12,3,0:00:25,./statistic/builderfly.csv
buildbook.co,135,195,17,0:01:14,./statistic/buildbook.csv
buildconsulting.com,190,176,23,0:01:57,./statistic/buildconsulting.csv
builder.io,290,348,40,0:02:44,./statistic/builder.csv
buildops.com,0,0,0,0:00:00,./statistic/buildops.csv
builderprime.com,6,5,1,0:00:09,./statistic/builderprime.csv
buildfire.com,922,221,144,0:01:55,./statistic/buildfire.csv
builtvisible.com,0,0,0,0:00:00,./statistic/builtvisible.csv
builtbybright.com,0,0,0,0:00:02,./statistic/builtbybright.csv
buildr.com,85,33,23,0:00:29,./statistic/buildr.csv
builtforteams.com,37,57,5,0:00:39,./statistic/builtforteams.csv
bullseyestrategy.com,0,0,0,0:00:01,./statistic/bullseyestrategy.csv
bulletproof.co.uk,154,113,14,0:01:05,./statistic/bulletproof.csv
bumsa.com,59,93,5,0:01:22,./statistic/bumsa.csv
bulk.ly,327,349,27,0:01:42,./statistic/bulk.csv
burniegroup.com,0,0,0,0:00:02,./statistic/burniegroup.csv
bureaugravity.com,0,0,0,0:00:05,./statistic/bureaugravity.csv
buffer.com,0,0,0,0:00:00,./statistic/buffer.csv
buildateam.io,0,0,0,0:00:01,./statistic/buildateam.csv
bugherd.com,186,124,11,0:01:01,./statistic/bugherd.csv
buildarray.com,60,262,10,0:02:13,./statistic/buildarray.csv
burstsms.com,0,11,0,0:00:09,./statistic/burstsms.csv
burstsms.com.au,8,16,1,0:00:14,./statistic/burstsms.csv
bunch.consulting,14,15,0,0:00:15,./statistic/bunch.csv
burwood.com,0,0,0,0:00:00,./statistic/burwood.csv
busybusy.com,0,0,0,0:00:01,./statistic/busybusy.csv
businesschat.io,6,3,1,0:00:17,./statistic/businesschat.csv
businessdepot.com.au,8,8,2,0:00:24,./statistic/businessdepot.csv
buzzguru.com,0,0,0,0:00:00,./statistic/buzzguru.csv
buyboxexperts.com,0,0,0,0:00:02,./statistic/buyboxexperts.csv
butter.us,132,31,26,0:01:12,./statistic/butter.csv
buzzmarketing.ca,0,7,0,0:00:26,./statistic/buzzmarketing.csv
buyapowa.com,104,217,23,0:04:03,./statistic/buyapowa.csv
buzzinteractive.co,566,157,25,0:04:44,./statistic/buzzinteractive.csv
bycape.io,55,31,5,0:01:12,./statistic/bycape.csv
buzzybrains.com,89,54,1,0:02:21,./statistic/buzzybrains.csv
bvoip.com,63,158,9,0:03:13,./statistic/bvoip.csv
byondxr.com,120,75,12,0:03:37,./statistic/byondxr.csv
bytes.co,23,42,4,0:01:07,./statistic/bytes.csv
bytesflow.com,11,456,2,0:02:42,./statistic/bytesflow.csv
bytegrow.com,35,183,21,0:04:11,./statistic/bytegrow.csv
byteant.com,463,94,60,0:04:38,./statistic/byteant.csv
bytesview.com,0,0,0,0:00:04,./statistic/bytesview.csv
bywanless.com.au,0,2,0,0:00:09,./statistic/bywanless.csv
bytesnap.com,4,0,2,0:00:09,./statistic/bytesnap.csv
bytestechnolab.com,13,127,0,0:03:39,./statistic/bytestechnolab.csv
c-zentrix.com,1,0,1,0:00:07,./statistic/c-zentrix.csv
c4operations.com,16,20,6,0:00:56,./statistic/c4operations.csv
c2experience.com,113,106,27,0:04:34,./statistic/c2experience.csv
c3tech.com,44,142,3,0:05:03,./statistic/c3tech.csv
cadenceseo.com,161,73,6,0:02:43,./statistic/cadenceseo.csv
c5insight.com,71,43,8,0:03:45,./statistic/c5insight.csv
cadcrowd.com,345,572,162,0:05:37,./statistic/cadcrowd.csv
cadlog.com,61,410,17,0:09:50,./statistic/cadlog.csv
caktus.ai,0,0,0,0:00:01,./statistic/caktus.csv
calamari.io,3,0,0,0:00:03,./statistic/calamari.csv
cake.agency,0,1,0,0:00:07,./statistic/cake.csv
cakemail.com,39,64,3,0:02:11,./statistic/cakemail.csv
calibermind.com,0,0,0,0:00:03,./statistic/calibermind.csv
calibrate-strategies.com,0,0,0,0:00:01,./statistic/calibrate-strategies.csv
calibr.ai,10,4,0,0:00:17,./statistic/calibr.csv
calibrenine.com.au,0,0,0,0:00:03,./statistic/calibrenine.csv
calibrecode.com,2,40,1,0:02:10,./statistic/calibrecode.csv
doble.com,34,484,7,0:04:45,./statistic/doble.csv
calicoagency.com.au,0,0,0,0:00:01,./statistic/calicoagency.csv
californiapayroll.com,1,0,0,0:00:03,./statistic/californiapayroll.csv
callcabinet.com,3,12,1,0:00:22,./statistic/callcabinet.csv
calidadinfotech.com,0,29,0,0:00:48,./statistic/calidadinfotech.csv
calldesk.ai,0,0,0,0:00:03,./statistic/calldesk.csv
calldesign.com.au,2,0,0,0:00:08,./statistic/calldesign.csv
calldrip.com,181,145,8,0:02:32,./statistic/calldrip.csv
callfire.com,108,102,13,0:05:32,./statistic/callfire.csv
callsimulator.com,0,0,0,0:00:01,./statistic/callsimulator.csv
callhub.io,3,0,0,0:00:05,./statistic/callhub.csv
callgear.com,4,0,1,0:00:07,./statistic/callgear.csv
calls9.com,6,21,0,0:00:56,./statistic/calls9.csv
caltechits.com,0,0,0,0:00:01,./statistic/caltechits.csv
calqrisk.com,1,3,0,0:00:11,./statistic/calqrisk.csv
calltrackingmetrics.com,184,118,13,0:14:49,./statistic/calltrackingmetrics.csv
callstack.com,370,135,14,0:16:22,./statistic/callstack.csv
cambriantechnologies.com,13,11,0,0:00:19,./statistic/cambriantechnologies.csv
camcode.com,1193,326,207,0:02:34,./statistic/camcode.csv
campaigncreators.com,496,301,41,0:02:53,./statistic/campaigncreators.csv
calxa.com,53,231,4,0:25:31,./statistic/calxa.csv
camunda.com,0,0,0,0:00:04,./statistic/camunda.csv
candidsky.com,0,0,0,0:00:04,./statistic/candidsky.csv
canapii.com,1,0,0,0:00:04,./statistic/canapii.csv
campaignium.com,46,61,1,0:03:42,./statistic/campaignium.csv
cannibals.digital,4,3,0,0:00:07,./statistic/cannibals.csv
canesta.com,85,9,1,0:00:33,./statistic/canesta.csv
Canny-creative.com,369,282,46,0:02:29,./statistic/Canny-creative.csv
cannabiz.media,94,113,16,0:03:57,./statistic/cannabiz.csv
canopymanagement.com,0,0,0,0:00:01,./statistic/canopymanagement.csv
canny.io,5,34,0,0:00:59,./statistic/canny.csv
canopyco.io,94,63,13,0:02:36,./statistic/canopyco.csv
canvaspop.com,11,80,3,0:03:47,./statistic/canvaspop.csv
capacity.com,0,0,0,0:00:04,./statistic/capacity.csv
capacitywebsolutions.com,17,60,8,0:02:06,./statistic/capacitywebsolutions.csv
capactix.com,18,232,1,0:03:01,./statistic/capactix.csv
canzmarketing.com,619,164,60,0:03:05,./statistic/canzmarketing.csv
capforge.com,0,0,0,0:00:03,./statistic/capforge.csv
capitoltechsolutions.com,0,2,0,0:00:12,./statistic/capitoltechsolutions.csv
capitolimpact.com,12,161,2,0:04:03,./statistic/capitolimpact.csv
caplinked.com,422,163,49,0:05:16,./statistic/caplinked.csv
capsicummediaworks.com,0,0,0,0:00:02,./statistic/capsicummediaworks.csv
capsher.com,0,0,0,0:00:03,./statistic/capsher.csv
capstonepartners.com,0,0,0,0:00:03,./statistic/capstonepartners.csv
capsulemarketing.co.uk,0,0,0,0:00:02,./statistic/capsulemarketing.csv
captainwords.com,0,0,0,0:00:03,./statistic/captainwords.csv
capstoneworks.com,20,123,2,0:08:28,./statistic/capstoneworks.csv
captivea.com,1,0,1,0:00:03,./statistic/captivea.csv
capturly.com,25,1,3,0:00:06,./statistic/capturly.csv
captira.com,9,6,2,0:00:11,./statistic/captira.csv
captivateiq.com,23,54,1,0:02:49,./statistic/captivateiq.csv
carbon60.com,0,0,0,0:00:02,./statistic/carbon60.csv
carbidesecure.com,0,0,0,0:00:05,./statistic/carbidesecure.csv
cardinalpeak.com,148,167,17,0:02:47,./statistic/cardinalpeak.csv
cardinaldigitalmarketing.com,267,237,53,0:05:09,./statistic/cardinaldigitalmarketing.csv
careerkarma.com,0,0,0,0:00:01,./statistic/careerkarma.csv
careerhigher.co,0,0,0,0:00:02,./statistic/careerhigher.csv
cardsource.com,0,0,0,0:00:02,./statistic/cardsource.csv
